Meeting,Race Number,Distance,Tab No,Horse,Horseid,Weight,Barrier,Jockey,Jockeyid,Trainer,Trackcondition,Class Change,Hist Run Style,Settling Pos,Neural,age restrictions,Race Cl,Limitweight,sex restrictions,Weighttype,Age,Rno,Sex,Margin,LSFinPos,LSSP,Pricebf,MarketRank,Starters
Esk,4,1460.0,4,Mont Royal,948026.0,59.5,8.0,Montanna Savva,15501,G V McCauley,Good,-5.8,op,1.0,10.0,3yo+,Maiden,0.0,,Set Weight,5.0,29.0,Gelding,18.8,12.0,151.0,,,12
Esk,4,1460.0,5,Hopetoun Sunrise,971762.0,58.0,6.0,Kelly Gates,14170,Corey & Kylie Geran,Good,0.0,bm,9.0,6.0,3yo+,Maiden,0.0,,Set Weight,3.0,7.0,Gelding,4.9,8.0,14.0,,,12
Esk,4,1460.0,6,Better Believe It,955830.0,57.5,1.0,Ms C Eaton,11966,P Duff,Good,-3.3,mf/bm,6.0,4.0,3yo+,Maiden,0.0,,Set Weight,4.0,15.0,Mare,2.8,6.0,21.0,,,12
Esk,4,1460.0,7,Chicka,970794.0,54.5,2.0,Rob Thorburn,17350,Jimmy Downes,Good,0.0,bm,7.0,3.0,3yo+,Maiden,0.0,,Set Weight,4.0,14.0,Mare,4.6,5.0,3.0,,,12
Esk,4,1460.0,8,Our Ecee,951559.0,54.5,3.0,Brodie Moffat,17288,A & D Simpson,Good,-5.4,mf,2.0,7.0,3yo+,Maiden,0.0,,Set Weight,4.0,11.0,Mare,6.7,7.0,41.0,,,12
Esk,4,1460.0,9,Sea Shell Fly,943675.0,56.0,5.0,Olivia Kendal,16751,Yvonne Day,Good,-5.4,mf,3.0,1.0,3yo+,Maiden,0.0,,Set Weight,5.0,19.0,Mare,5.7,5.0,6.5,,,12
Esk,4,1460.0,10,Wan Damour,935567.0,54.5,4.0,Corey Sutherland,17249,Kym Afford,Good,-5.4,mf/bm,5.0,12.0,3yo+,Maiden,0.0,,Set Weight,5.0,8.0,Mare,8.6,8.0,26.0,,,12
Esk,4,1460.0,11,Magic In Paris,974276.0,56.0,12.0,Kenji Yoshida,12327,Gregory Cornish,Good,0.0,bm,12.0,9.0,3yo+,Maiden,0.0,,Set Weight,3.0,4.0,Filly,3.4,3.0,3.6,,,12
Esk,4,1460.0,12,Onyabike Charlie,970976.0,56.0,9.0,,0,T B Thomas,Good,-0.2,bm,11.0,5.0,3yo+,Maiden,0.0,,Set Weight,3.0,6.0,Filly,12.3,8.0,9.0,,,12
Esk,4,1460.0,13,The Money Spender,955080.0,59.5,11.0,Nathan Thomas,12823,Wayne Kuskopf,Good,-0.2,mf/bm,4.0,8.0,3yo+,Maiden,0.0,,Set Weight,5.0,15.0,Gelding,26.6,10.0,34.0,,,12
Esk,4,1460.0,14,Giselles Gamble,941719.0,55.5,10.0,Amy Graham,17016,Nicole Luke,Good,-2.8,bm,10.0,2.0,3yo+,Maiden,0.0,,Set Weight,5.0,13.0,Mare,1.9,3.0,8.0,,,12
Esk,5,1460.0,1,Belles Boy,965021.0,57.0,6.0,Colleen Krahnen,17241,Gregory Cornish,Good,-0.9,l,1.0,2.0,,Benchmark 60,55.0,,Handicap,4.0,17.0,Gelding,0.2,2.0,4.6,,,6
Esk,5,1460.0,2,Masterplan,975165.0,60.0,5.0,J P Morris,11087,Brad Stewart,Good,-0.9,mf,4.0,1.0,,Benchmark 60,55.0,,Handicap,3.0,14.0,Gelding,5.0,4.0,4.0,,,6
Esk,5,1460.0,3,Bambalam,914828.0,53.5,3.0,Corey Sutherland,17249,P Duff,Good,6.5,op,2.0,3.0,,Benchmark 60,55.0,,Handicap,7.0,68.0,Gelding,2.6,5.0,8.0,,,6
Esk,5,1460.0,6,Strike The Night,939778.0,55.0,2.0,Tiffani Brooker,15251,Melissa Taylor,Good,-1.2,op/mf,3.0,4.0,,Benchmark 60,55.0,,Handicap,6.0,32.0,Mare,2.9,8.0,81.0,,,6
Esk,5,1460.0,7,Berakahquinn,955049.0,55.0,1.0,Nathan Thomas,12823,Melissa Taylor,Good,6.5,mf,5.0,6.0,,Benchmark 60,55.0,,Handicap,4.0,12.0,Mare,4.4,9.0,31.0,,,6
Esk,5,1460.0,8,Craiglea Karly,903330.0,53.0,4.0,Ms L Barr,16706,Greg Gatti,Good,-0.7,mf/bm,6.0,5.0,,Benchmark 60,55.0,,Handicap,7.0,33.0,Mare,12.9,9.0,151.0,,,6
Flemington,1,1600.0,2,Japanese Emperor,964987.0,56.5,7.0,Damien Oliver,662,M D Moroney,Good,4.4,mf,2.0,4.0,4yo+,Benchmark 90,53.0,,Handicap,4.0,9.0,Gelding,2.5,5.0,21.0,14.15,6.0,9
Flemington,1,1600.0,3,Lyrical Lad,931358.0,56.5,8.0,Jamie Mott,13251,P Stokes,Good,12.4,bm,9.0,8.0,4yo+,Benchmark 90,53.0,,Handicap,6.0,25.0,Gelding,4.2,5.0,10.0,145.27,9.0,9
Flemington,1,1600.0,4,Excelleration,925465.0,55.0,4.0,Declan Bates,15750,Richard Cully,Good,14.4,mf,3.0,2.0,4yo+,Benchmark 90,53.0,,Handicap,7.0,14.0,Gelding,0.5,2.0,1.7,8.06,4.0,9
Flemington,1,1600.0,5,Farhh Flung,954503.0,54.0,1.0,Billy Egan,13699,D T O'Brien,Good,8.7,mf/bm,4.0,7.0,4yo+,Benchmark 90,53.0,,Handicap,5.0,16.0,Gelding,1.3,1.0,4.2,9.24,5.0,9
Flemington,1,1600.0,6,Von Hauke,965703.0,54.0,2.0,James Mc Donald,14073,C I Brown,Good,8.7,bm,8.0,1.0,4yo+,Benchmark 90,53.0,,Handicap,4.0,8.0,Gelding,0.9,3.0,3.2,3.96,1.0,9
Flemington,1,1600.0,7,Sequestered,946827.0,53.0,9.0,M J Dee,15233,James Cummings,Good,8.7,mf/bm,5.0,5.0,4yo+,Benchmark 90,53.0,,Handicap,4.0,9.0,Mare,2.2,4.0,2.45,5.93,3.0,9
Flemington,1,1600.0,8,Typhoon Harmony,942559.0,53.0,5.0,Jye Mc Neil,14936,Peter Gelagotis,Good,8.7,op/mf,1.0,6.0,4yo+,Benchmark 90,53.0,,Handicap,7.0,32.0,Gelding,4.0,4.0,18.0,26.81,7.0,9
Flemington,1,1600.0,9,Watadeel,963853.0,53.0,6.0,Jamie Kah,15027,Annabel Neasham,Good,4.4,bm,7.0,3.0,4yo+,Benchmark 90,53.0,,Handicap,4.0,12.0,Gelding,2.0,4.0,7.5,4.96,2.0,9
Flemington,1,1600.0,10,Kind Gesture,978468.0,53.0,3.0,Craig Williams,10666,M C Kent,Good,0.0,bm,6.0,9.0,4yo+,Benchmark 90,53.0,,Handicap,5.0,9.0,Mare,3.3,3.0,6.5,33.17,8.0,9
Flemington,2,1200.0,1,Lombardo,904065.0,60.0,4.0,Mark Zahra,11967,M Price & M Kent Jnr,Good,1.7,op/mf,4.0,6.0,,Open,54.0,,Handicap,7.0,22.0,Gelding,3.0,4.0,7.5,22.37,5.0,9
Flemington,2,1200.0,2,Itsourtime,942750.0,56.5,9.0,Blake Shinn,13030,D T O'Brien,Good,-0.8,mf/bm,6.0,2.0,,Open,54.0,,Handicap,6.0,25.0,Gelding,0.7,4.0,8.0,4.79,2.0,9
Flemington,2,1200.0,3,Ranges,896770.0,56.0,1.0,Kerrin Mc Evoy,11608,P & P Snowden,Good,1.7,op,2.0,7.0,,Open,54.0,,Handicap,7.0,46.0,Gelding,2.0,3.0,13.0,27.21,7.0,9
Flemington,2,1200.0,4,General Beau,939567.0,55.5,5.0,Jamie Kah,15027,M J Ellerton,Good,-3.0,mf,5.0,1.0,,Open,54.0,,Handicap,5.0,26.0,Horse,1.9,4.0,3.5,8.46,3.0,9
Flemington,2,1200.0,5,Parisal,957097.0,54.5,3.0,James Mc Donald,14073,James Cummings,Good,10.0,op,1.0,3.0,,Open,54.0,,Handicap,4.0,10.0,Mare,3.7,8.0,12.0,2.44,1.0,9
Flemington,2,1200.0,6,Po Kare Kare,947846.0,54.0,8.0,Tyler Schiller,16298,Bryce Heys,Good,7.5,bm,9.0,8.0,,Open,54.0,,Handicap,5.0,12.0,Mare,3.9,9.0,41.0,24.56,6.0,9
Flemington,2,1200.0,7,Vespertine,931801.0,54.0,7.0,M J Dee,15233,G M Begg,Good,8.3,mf/bm,7.0,9.0,,Open,54.0,,Handicap,6.0,25.0,Mare,3.4,9.0,18.0,30.93,8.0,9
Flemington,2,1200.0,10,Vongole,904336.0,54.0,6.0,Carleen Hefel,16369,E Jusufovic,Good,10.1,bm,8.0,5.0,,Open,54.0,,Handicap,8.0,28.0,Gelding,3.0,4.0,21.0,43.55,9.0,9
Flemington,2,1200.0,11,Our Last Cash,933640.0,54.0,2.0,Craig Williams,10666,Ms D Scott,Good,1.7,op/mf,3.0,4.0,,Open,54.0,,Handicap,6.0,15.0,Gelding,5.5,8.0,51.0,11.67,4.0,9
Flemington,3,1400.0,3,Pantelone,964178.0,55.0,6.0,Jamie Kah,15027,James Cummings,Good,12.7,op/mf,1.0,3.0,3yo,Open,54.0,,Quality,3.0,8.0,Gelding,0.2,2.0,1.85,4.54,2.0,10
Flemington,3,1400.0,5,Nodachi,977598.0,54.0,9.0,Teodore Nugent,16002,M J Ellerton,Good,3.9,op/mf,2.0,1.0,3yo,Open,54.0,,Quality,3.0,8.0,Filly,5.9,9.0,11.0,24.42,6.0,10
Flemington,3,1400.0,6,Schwarz,976032.0,54.0,2.0,James Mc Donald,14073,J A O'Shea,Good,0.0,mf,4.0,9.0,3yo,Open,54.0,,Quality,3.0,2.0,Colt,2.1,4.0,4.2,2.54,1.0,10
Flemington,3,1400.0,9,Miss Aria,981427.0,54.0,7.0,Tim Clark,13134,D T O'Brien,Good,7.1,mf/bm,8.0,4.0,3yo,Open,54.0,,Quality,3.0,5.0,Filly,1.2,3.0,9.5,10.92,4.0,10
Flemington,3,1400.0,10,Reprisal,977140.0,54.0,4.0,Daniel Moor,13066,D T O'Brien,Good,1.3,bm,9.0,5.0,3yo,Open,54.0,,Quality,3.0,3.0,Gelding,3.5,5.0,10.0,27.8,7.0,10
Flemington,3,1400.0,12,Alsonso,982737.0,54.0,8.0,D R Beasley,10533,L & T Corstens,Good,29.5,mf,6.0,6.0,3yo,Open,54.0,,Quality,3.0,7.0,Gelding,5.5,1.0,1.3,18.94,5.0,10
Flemington,3,1400.0,13,Eugenius,980359.0,54.0,10.0,Jye Mc Neil,14936,S P Nichols,Good,26.1,op/mf,3.0,2.0,3yo,Open,54.0,,Quality,3.0,6.0,Gelding,4.3,1.0,2.0,27.8,7.0,10
Flemington,3,1400.0,14,Loose On Gin,983138.0,54.0,5.0,Dean Yendall,2740,M J Williams,Good,0.0,mf/bm,7.0,10.0,3yo,Open,54.0,,Quality,3.0,4.0,Colt,5.8,5.0,9.0,44.52,8.0,10
Flemington,3,1400.0,15,Mah Ali,983186.0,54.0,1.0,Harry Coffey,14965,Benjamin Smith,Good,-0.7,mf,5.0,7.0,3yo,Open,54.0,,Quality,3.0,7.0,Filly,3.8,6.0,201.0,89.24,9.0,10
Flemington,3,1400.0,16,Modown,992772.0,54.0,3.0,Craig Williams,10666,Charlotte Littlefield,Good,25.9,bm,10.0,8.0,3yo,Open,54.0,,Quality,3.0,2.0,Gelding,1.3,1.0,1.85,10.49,3.0,10
Flemington,4,2600.0,1,Ladies Man,945276.0,58.0,1.0,Opie Bosson,11279,S A Sharrock,Good,0.0,bm,11.0,6.0,,Open,54.0,,Quality,6.0,23.0,Gelding,5.5,6.0,9.0,19.82,8.0,13
Flemington,4,2600.0,2,Duke De Sessa,964472.0,57.5,2.0,John Allen,14854,C Maher & D Eustace,Good,-4.4,bm,13.0,7.0,,Open,54.0,,Quality,5.0,15.0,Horse,7.7,9.0,41.0,5.87,2.0,13
Flemington,4,2600.0,3,Knights Order,907631.0,57.5,4.0,Tim Clark,13134,G Waterhouse & A Bott,Good,0.0,l,1.0,3.0,,Open,54.0,,Quality,9.0,38.0,Gelding,8.2,14.0,21.0,24.55,9.0,13
Flemington,4,2600.0,4,Luncies,947072.0,57.5,13.0,Mark Zahra,11967,K A Lees,Good,13.4,mf,4.0,8.0,,Open,54.0,,Quality,7.0,32.0,Gelding,0.7,4.0,12.0,8.31,3.0,13
Flemington,4,2600.0,5,Amade,945594.0,56.0,9.0,Zac Spain,15394,P Stokes,Good,13.4,bm,9.0,4.0,,Open,54.0,,Quality,10.0,27.0,Gelding,0.3,1.0,31.0,15.39,5.0,13
Flemington,4,2600.0,6,Hezashocka,948623.0,55.5,6.0,Beau Mertens,15446,M Price & M Kent Jnr,Good,13.4,bm,8.0,5.0,,Open,54.0,,Quality,6.0,25.0,Gelding,3.5,10.0,8.5,16.55,6.0,13
Flemington,4,2600.0,7,Regal Power,872735.0,54.5,5.0,M J Dee,15233,J Leek Jnr,Good,0.0,mf/bm,5.0,2.0,,Open,54.0,,Quality,8.0,37.0,Gelding,1.6,6.0,51.0,18.71,7.0,13
Flemington,4,2600.0,8,Kukeracha,927598.0,54.0,8.0,Craig Williams,10666,C J Waller,Good,13.4,mf/bm,6.0,11.0,,Open,54.0,,Quality,6.0,38.0,Gelding,2.9,6.0,31.0,25.48,10.0,13
Flemington,4,2600.0,9,Muramasa,970973.0,54.0,7.0,Daniel Moor,13066,T Busuttin & N Young,Good,1.1,bm,7.0,1.0,,Open,54.0,,Quality,4.0,9.0,Gelding,0.8,1.0,7.5,4.4,1.0,13
Flemington,4,2600.0,10,Third Realm,955897.0,54.0,11.0,Jamie Kah,15027,A & S Freedman,Good,0.8,mf,2.0,9.0,,Open,54.0,,Quality,6.0,15.0,Gelding,12.4,9.0,41.0,26.76,11.0,13
Flemington,4,2600.0,11,So Dazzling,957804.0,54.0,10.0,Dean Yendall,2740,J G Sargent,Good,0.0,bm,12.0,13.0,,Open,54.0,,Quality,4.0,13.0,Mare,1.4,5.0,51.0,10.96,4.0,13
Flemington,4,2600.0,12,Port Philip,956967.0,54.0,3.0,Kerrin Mc Evoy,11608,Julius Sandhu,Good,13.4,mf,3.0,12.0,,Open,54.0,,Quality,6.0,18.0,Gelding,3.4,8.0,41.0,86.74,13.0,13
Flemington,4,2600.0,14,Pesto,922988.0,54.0,12.0,Jye Mc Neil,14936,M. W & J Hawkes,Good,13.4,bm,10.0,10.0,,Open,54.0,,Quality,8.0,35.0,Gelding,3.0,7.0,11.0,30.52,12.0,13
Flemington,5,2000.0,1,Mustang Valley,951482.0,59.5,11.0,Opie Bosson,11279,Andrew Forsman,Good,-10.3,mf/bm,9.0,5.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,5.0,28.0,Mare,2.9,6.0,18.0,16.68,7.0,13
Flemington,5,2000.0,2,Amokura,955761.0,59.5,12.0,Damien Oliver,662,K A Lees,Good,0.2,bm,12.0,3.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,7.0,Mare,3.9,10.0,31.0,12.11,6.0,13
Flemington,5,2000.0,3,Affaire A Suivre,954338.0,59.5,2.0,Mark Zahra,11967,C Maher & D Eustace,Good,-5.0,bm,10.0,10.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,9.0,Mare,7.2,8.0,41.0,78.75,13.0,13
Flemington,5,2000.0,4,Steinem,936764.0,58.0,6.0,John Allen,14854,C Maher & D Eustace,Good,-5.0,mf/bm,6.0,2.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,6.0,21.0,Mare,3.4,4.0,6.5,9.77,4.0,13
Flemington,5,2000.0,5,Thalassophile,934212.0,57.0,13.0,Kerrin Mc Evoy,11608,C J Waller,Good,0.2,mf/bm,8.0,6.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,5.0,27.0,Mare,1.3,2.0,6.5,10.07,5.0,13
Flemington,5,2000.0,6,Deny Knowledge,964236.0,57.0,10.0,Jamie Kah,15027,M C Kent,Good,-4.2,l,1.0,1.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,6.0,26.0,Mare,4.0,4.0,31.0,4.37,1.0,13
Flemington,5,2000.0,7,Papillon Club,958055.0,57.0,5.0,Daniel Moor,13066,G Eurell,Good,0.2,mf,4.0,8.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,10.0,Mare,2.5,4.0,7.5,31.44,10.0,13
Flemington,5,2000.0,8,Pearl Of Alsace,978287.0,57.0,8.0,James Mc Donald,14073,S Ritchie & C Murray,Good,6.8,mf/bm,5.0,4.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,5.0,9.0,Mare,1.3,3.0,4.4,9.05,3.0,13
Flemington,5,2000.0,9,Noah N A Deel,950264.0,56.0,9.0,Craig Williams,10666,L D Kelly,Good,-2.6,bm,11.0,11.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,17.0,Mare,2.0,5.0,15.0,35.65,11.0,13
Flemington,5,2000.0,10,Soul Choice,947405.0,56.0,7.0,Jordan Childs,15041,G Waterhouse & A Bott,Good,0.2,l,2.0,12.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,11.0,Mare,4.0,6.0,5.5,35.78,12.0,13
Flemington,5,2000.0,11,Shes A Con,981505.0,56.0,4.0,M J Dee,15233,G M Begg,Good,0.2,bm,13.0,9.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,9.0,Mare,6.7,7.0,14.0,25.16,8.0,13
Flemington,5,2000.0,12,Premise,969939.0,55.0,3.0,Tyler Schiller,16298,J A O'Shea,Good,0.2,mf,3.0,13.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,4.0,9.0,Mare,3.9,9.0,151.0,26.42,9.0,13
Flemington,5,2000.0,13,Osmose,970471.0,55.0,1.0,Tim Clark,13134,G Waterhouse & A Bott,Good,0.2,mf/bm,7.0,7.0,4yo+,Open,0.0,Mares,Set Weight With Penalties,5.0,13.0,Mare,1.4,3.0,6.5,7.22,2.0,13
Flemington,6,1200.0,1,Front Page,903968.0,58.5,7.0,Tyler Schiller,16298,Matthew Dale,Good,6.9,l,1.0,9.0,3yo+,Open,0.0,,Weight For Age,7.0,20.0,Gelding,1.9,1.0,5.5,41.83,9.0,11
Flemington,6,1200.0,2,Buenos Noches,959347.0,58.5,11.0,Blake Shinn,13030,Matthew Smith,Good,6.9,bm,11.0,8.0,3yo+,Open,0.0,,Weight For Age,4.0,10.0,Horse,3.5,8.0,20.0,16.81,4.0,11
Flemington,6,1200.0,3,Lofty Strike,949252.0,58.5,4.0,Damien Oliver,662,Julius Sandhu,Good,2.2,bm,10.0,11.0,3yo+,Open,0.0,,Weight For Age,4.0,11.0,Horse,5.1,6.0,4.8,181.97,11.0,11
Flemington,6,1200.0,4,Star Patrol,941567.0,58.5,6.0,Ben Melham,13198,C W McDonald,Good,2.2,op,3.0,6.0,3yo+,Open,0.0,,Weight For Age,5.0,16.0,Gelding,1.0,1.0,2.5,18.84,6.0,11
Flemington,6,1200.0,5,Airman,958102.0,58.5,10.0,Jye Mc Neil,14936,M. W & J Hawkes,Good,4.4,op/mf,5.0,4.0,3yo+,Open,0.0,,Weight For Age,4.0,8.0,Gelding,0.7,2.0,6.5,35.83,8.0,11
Flemington,6,1200.0,6,Bella Nipotina,919969.0,56.5,1.0,Craig Williams,10666,C Maher & D Eustace,Good,6.9,mf,8.0,5.0,3yo+,Open,0.0,,Weight For Age,6.0,42.0,Mare,0.0,1.0,10.0,17.5,5.0,11
Flemington,6,1200.0,7,In Secret,955948.0,56.5,5.0,James Mc Donald,14073,James Cummings,Good,6.9,mf,6.0,2.0,3yo+,Open,0.0,,Weight For Age,4.0,13.0,Mare,1.1,4.0,10.0,4.57,2.0,11
Flemington,6,1200.0,8,Imperatriz,941187.0,56.5,8.0,Opie Bosson,11279,M W Walker,Good,0.0,op/mf,4.0,1.0,3yo+,Open,0.0,,Weight For Age,5.0,22.0,Mare,3.3,1.0,1.4,2.3,1.0,11
Flemington,6,1200.0,9,Espiona,933817.0,56.5,3.0,Kerrin Mc Evoy,11608,C J Waller,Good,15.2,mf/bm,9.0,7.0,3yo+,Open,0.0,,Weight For Age,5.0,17.0,Mare,0.2,1.0,3.6,16.44,3.0,11
Flemington,6,1200.0,10,Asfoora,951850.0,56.5,9.0,Mr M Aitken,15572,Henry Dwyer,Good,2.2,op,2.0,3.0,3yo+,Open,0.0,,Weight For Age,5.0,14.0,Mare,3.0,1.0,2.1,19.6,7.0,11
Flemington,6,1200.0,11,Cest Magique,955359.0,56.5,2.0,M J Dee,15233,G M Begg,Good,4.4,mf,7.0,10.0,3yo+,Open,0.0,,Weight For Age,4.0,8.0,Mare,0.8,5.0,9.5,135.02,10.0,11
Flemington,7,1600.0,1,Mr Brightside,947114.0,59.0,2.0,Craig Williams,10666,Ben. Will & Jd Hayes,Good,2.0,op/mf,4.0,2.0,3yo+,Open,0.0,,Weight For Age,6.0,28.0,Gelding,0.1,2.0,9.0,2.99,1.0,7
Flemington,7,1600.0,2,Alligator Blood,905033.0,59.0,5.0,Tim Clark,13134,G Waterhouse & A Bott,Good,2.0,l,1.0,1.0,3yo+,Open,0.0,,Weight For Age,7.0,34.0,Gelding,0.3,3.0,6.0,4.64,3.0,7
Flemington,7,1600.0,3,The Inevitable,893414.0,59.0,4.0,Damien Oliver,662,J L Keys,Good,0.0,bm,7.0,4.0,3yo+,Open,0.0,,Weight For Age,8.0,33.0,Gelding,4.3,7.0,12.0,23.08,5.0,7
Flemington,7,1600.0,4,Bankers Choice,942397.0,59.0,6.0,John Allen,14854,M D Moroney,Good,2.2,mf,5.0,7.0,3yo+,Open,0.0,,Weight For Age,6.0,29.0,Gelding,2.5,5.0,12.0,113.13,7.0,7
Flemington,7,1600.0,5,Victoria Road,978825.0,58.0,1.0,Blake Shinn,13030,C Maher & D Eustace,Good,2.0,op,3.0,6.0,3yo+,Open,0.0,,Weight For Age,4.0,11.0,Horse,5.3,9.0,17.0,24.87,6.0,7
Flemington,7,1600.0,6,Fangirl,937221.0,57.0,7.0,James Mc Donald,14073,C J Waller,Good,2.0,bm,6.0,3.0,3yo+,Open,0.0,,Weight For Age,5.0,22.0,Mare,1.6,7.0,6.5,3.28,2.0,7
Flemington,7,1600.0,7,Pride Of Jenni,917854.0,57.0,3.0,Declan Bates,15750,C Maher & D Eustace,Good,8.3,l,2.0,5.0,3yo+,Open,0.0,,Weight For Age,6.0,24.0,Mare,1.0,1.0,16.0,19.1,4.0,7
Flemington,8,2000.0,1,Zaaki,896088.0,59.0,10.0,Jamie Kah,15027,Annabel Neasham,Good,0.0,l,1.0,1.0,3yo+,Open,0.0,,Weight For Age,9.0,46.0,Gelding,1.5,6.0,21.0,5.92,2.0,11
Flemington,8,2000.0,2,Huetor,959766.0,59.0,11.0,Kerrin Mc Evoy,11608,P & P Snowden,Good,4.4,bm,9.0,10.0,3yo+,Open,0.0,,Weight For Age,7.0,26.0,Gelding,2.4,6.0,5.0,46.0,9.0,11
Flemington,8,2000.0,3,Young Werther,934832.0,59.0,6.0,Billy Egan,13699,D T O'Brien,Good,2.2,mf,4.0,6.0,3yo+,Open,0.0,,Weight For Age,6.0,25.0,Gelding,2.6,6.0,15.0,46.33,10.0,11
Flemington,8,2000.0,4,West Wind Blows,976332.0,59.0,2.0,J P Spencer,12480,Simon & Ed Crisford,Good,0.0,op,2.0,4.0,3yo+,Open,0.0,,Weight For Age,5.0,14.0,Gelding,0.2,2.0,5.5,3.49,1.0,11
Flemington,8,2000.0,5,Zeyrek,943343.0,59.0,7.0,Ben Melham,13198,M. W & J Hawkes,Good,4.4,mf/bm,6.0,8.0,3yo+,Open,0.0,,Weight For Age,7.0,28.0,Gelding,0.1,1.0,9.5,52.3,11.0,11
Flemington,8,2000.0,6,Pinstriped,957728.0,59.0,9.0,Ben Allen,15557,E Jusufovic,Good,0.0,bm,8.0,2.0,3yo+,Open,0.0,,Weight For Age,5.0,19.0,Gelding,7.4,11.0,101.0,37.92,8.0,11
Flemington,8,2000.0,7,Buckaroo,973138.0,59.0,8.0,Blake Shinn,13030,Joseph O'Brien,Good,-2.0,bm,10.0,9.0,3yo+,Open,0.0,,Weight For Age,5.0,12.0,Horse,5.2,7.0,26.0,17.68,6.0,11
Flemington,8,2000.0,8,Montefilia,912078.0,57.0,1.0,M J Dee,15233,C J Waller,Good,0.0,bm,7.0,11.0,3yo+,Open,0.0,,Weight For Age,6.0,32.0,Mare,10.1,13.0,11.0,34.45,7.0,11
Flemington,8,2000.0,9,Duais,921945.0,57.0,3.0,Damien Oliver,662,Edward Cummings,Good,0.0,mf/bm,5.0,3.0,3yo+,Open,0.0,,Weight For Age,6.0,31.0,Mare,1.3,4.0,31.0,9.81,4.0,11
Flemington,8,2000.0,10,Atishu,938025.0,57.0,5.0,James Mc Donald,14073,C J Waller,Good,6.3,bm,11.0,7.0,3yo+,Open,0.0,,Weight For Age,6.0,36.0,Mare,1.0,2.0,4.2,10.04,5.0,11
Flemington,8,2000.0,11,Prowess,969199.0,56.5,4.0,Mark Zahra,11967,R James & R Wellwood,Good,0.2,mf,3.0,5.0,3yo+,Open,0.0,,Weight For Age,4.0,11.0,Mare,0.2,1.0,4.8,5.94,3.0,11
Flemington,9,1100.0,1,Zac De Boss,916503.0,60.0,13.0,Tatum Bull,16300,Simon Zahra,Good,-2.9,op,3.0,7.0,3yo+,Benchmark 80,53.0,,Handicap,6.0,23.0,Gelding,6.2,6.0,7.0,52.31,12.0,14
Flemington,9,1100.0,2,Anilla,935511.0,60.0,12.0,Celine Gaudry,16456,Ben. Will & Jd Hayes,Good,-4.4,op,4.0,3.0,3yo+,Benchmark 80,53.0,,Handicap,6.0,13.0,Gelding,0.8,1.0,1.85,11.72,5.0,14
Flemington,9,1100.0,3,Lounge Bar Rubi,960740.0,62.0,6.0,Jamie Kah,15027,Mark & Levi Kavanagh,Good,-11.3,mf,9.0,2.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,11.0,Gelding,3.3,2.0,10.0,31.71,10.0,14
Flemington,9,1100.0,5,Mister Yu Shu,917675.0,60.0,8.0,Mark Zahra,11967,J T Conlan,Good,-9.6,mf,11.0,9.0,3yo+,Benchmark 80,53.0,,Handicap,7.0,25.0,Gelding,1.8,6.0,14.0,177.23,13.0,14
Flemington,9,1100.0,7,Bews,959571.0,59.0,4.0,Blake Shinn,13030,M Price & M Kent Jnr,Good,7.4,mf,10.0,5.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,9.0,Gelding,1.0,1.0,7.0,9.81,4.0,14
Flemington,9,1100.0,8,Along The River,945808.0,58.0,14.0,Damien Oliver,662,M & L Cerchi,Good,11.6,mf,8.0,14.0,3yo+,Benchmark 80,53.0,,Handicap,5.0,23.0,Gelding,0.2,1.0,6.0,28.3,8.0,14
Flemington,9,1100.0,9,Kin,955261.0,57.5,10.0,James Mc Donald,14073,James Cummings,Good,-3.0,mf/bm,12.0,1.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,13.0,Mare,1.4,4.0,1.7,4.37,1.0,14
Flemington,9,1100.0,10,Rey Magnerio,971182.0,57.5,3.0,Jye Mc Neil,14936,R Griffiths & M De Kock,Good,11.8,mf/bm,13.0,4.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,5.0,Gelding,2.8,1.0,2.4,4.59,2.0,14
Flemington,9,1100.0,11,River Noire,955128.0,55.5,9.0,Carleen Hefel,16369,P G Moody & Katherine Coleman,Good,7.4,l,1.0,12.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,8.0,Mare,0.2,2.0,5.0,17.45,6.0,14
Flemington,9,1100.0,12,Prairie Flower,959311.0,56.5,7.0,Mr M Aitken,15572,Henry Dwyer,Good,7.4,bm,14.0,10.0,3yo+,Benchmark 80,53.0,,Handicap,4.0,20.0,Mare,1.0,2.0,26.0,30.87,9.0,14
