Meeting,Race Number,Distance,Tab No,Horse,Horseid,Weight,Barrier,Jockey,Jockeyid,Trainer,Trackcondition,Class Change,Hist Run Style,Settling Pos,Neural,age restrictions,Race Cl,Limitweight,sex restrictions,Weighttype,Age,Rno,Sex,Margin,LSFinPos,LSSP,Pricebf,MarketRank,Starters
Morphettville Parks,7,1400.0,10,Miss Kermie,948481.0,56.0,7.0,Ms E Finnegan,15419,P Stokes,Good,2.9,op,2.0,1.0,,Benchmark 74,54.0,,Handicap,5.0,14.0,Mare,0.1,1.0,4.6,,,10
Morphettville Parks,7,1400.0,12,Humboldt,983021.0,52.5,4.0,Ben Price,16630,Michael Hickmott,Good,0.2,op/mf,7.0,9.0,,Benchmark 74,54.0,,Handicap,4.0,5.0,Gelding,15.8,9.0,11.6,,,10
Morphettville Parks,7,1400.0,13,Master At Arms,968037.0,54.0,10.0,Justin Potter,12383,S P Gower,Good,-0.2,bm,10.0,3.0,,Benchmark 74,54.0,,Handicap,5.0,17.0,Gelding,0.8,2.0,7.0,,,10
Morphettville Parks,8,1250.0,1,Santastico,979394.0,60.0,7.0,Todd Pannell,12889,M J Seyers,Good,5.2,op,1.0,4.0,3yo,Benchmark 68,54.0,,Handicap,3.0,8.0,Gelding,1.1,1.0,13.0,,,9
Morphettville Parks,8,1250.0,2,Lovely Lookin,977706.0,58.0,5.0,Jason Holder,10059,A J Gluyas,Good,-12.7,op,3.0,2.0,3yo,Benchmark 68,54.0,,Handicap,3.0,4.0,Filly,19.1,14.0,6.5,,,9
Morphettville Parks,8,1250.0,4,Nasho,983088.0,57.0,1.0,Justin Potter,12383,Shane & Cassie Oxlade,Good,12.4,op/mf,4.0,1.0,3yo,Benchmark 68,54.0,,Handicap,3.0,6.0,Gelding,2.0,1.0,2.0,,,9
Morphettville Parks,8,1250.0,5,Hollandaise,993138.0,56.5,6.0,Teagan Voorham,15929,Jon O'Connor,Good,1.3,op,2.0,7.0,3yo,Benchmark 68,54.0,,Handicap,3.0,3.0,Gelding,2.8,7.0,26.0,,,9
Morphettville Parks,8,1250.0,7,Hot Off,976823.0,53.0,3.0,Margaret Collett,16473,D Clarken & O Macgillivray,Good,1.3,mf/bm,6.0,8.0,3yo,Benchmark 68,54.0,,Handicap,3.0,3.0,Gelding,2.2,4.0,61.0,,,9
Morphettville Parks,8,1250.0,9,Dodd,979790.0,52.5,2.0,Sheridan Clarke,16781,Shane & Cassie Oxlade,Good,2.2,bm,9.0,3.0,3yo,Benchmark 68,54.0,,Handicap,3.0,5.0,Gelding,1.1,3.0,7.5,,,9
Morphettville Parks,8,1250.0,10,Angelic Appeal,987232.0,55.0,8.0,Lachlan Neindorf,16395,Gary & Dean Alexander,Good,8.7,mf/bm,5.0,5.0,3yo,Benchmark 68,54.0,,Handicap,3.0,4.0,Filly,0.9,3.0,11.0,,,9
Morphettville Parks,8,1250.0,11,Even Sharper,973750.0,53.5,4.0,Ben Price,16630,A J Gluyas,Good,12.4,mf/bm,7.0,9.0,3yo,Benchmark 68,54.0,,Handicap,3.0,5.0,Gelding,2.9,5.0,7.0,,,9
Morphettville Parks,8,1250.0,12,Cherokee Miss,975493.0,54.5,9.0,Kayla Crowther,15931,R & C Jolly,Good,8.7,mf/bm,8.0,6.0,3yo,Benchmark 68,54.0,,Handicap,3.0,5.0,Filly,3.8,10.0,5.0,,,9
Pioneer Park,1,1200.0,1,Black Shiraz,963189.0,56.0,9.0,Lek Maloney,16695,Greg Connor,Good,0.0,op,3.0,2.0,,Maiden,0.0,,Set Weight,4.0,9.0,Gelding,0.8,2.0,3.7,,,11
Pioneer Park,1,1200.0,2,Bodmin Boy,968026.0,59.0,6.0,Jessie Philpot,15549,Ray Viney,Good,0.2,bm,8.0,11.0,,Maiden,0.0,,Set Weight,4.0,4.0,Gelding,6.3,11.0,91.0,,,11
Pioneer Park,1,1200.0,3,Danny Whizzbang,965493.0,59.0,10.0,Dan Morgan,16089,Greg Connor,Good,0.0,no data,99.0,9.0,,Maiden,0.0,,Set Weight,5.0,10.0,Horse,8.2,6.0,8.5,,,11
Pioneer Park,1,1200.0,4,Flash Fiorente,947339.0,59.0,7.0,Paul Denton,3765,Ms K Petrick,Good,-0.1,mf,6.0,10.0,,Maiden,0.0,,Set Weight,4.0,10.0,Gelding,12.0,2.0,21.0,,,11
Pioneer Park,1,1200.0,5,Hellivit,956749.0,59.0,3.0,Phillip Crich,6783,Ms K Petrick,Good,-7.6,mf,7.0,4.0,,Maiden,0.0,,Set Weight,4.0,9.0,Gelding,5.0,6.0,7.0,,,11
Pioneer Park,1,1200.0,6,Iz Shaft,951633.0,59.0,11.0,Aaron Sweeney,15130,R G Bell,Good,0.0,l,1.0,6.0,,Maiden,0.0,,Set Weight,5.0,11.0,Gelding,4.3,6.0,13.0,,,11
Pioneer Park,1,1200.0,7,Macers Razor,985786.0,59.0,5.0,Stan Tsaikos,10970,Terry Gillett,Good,-9.9,no data,99.0,3.0,,Maiden,0.0,,Set Weight,4.0,4.0,Horse,4.3,3.0,81.0,,,11
Pioneer Park,1,1200.0,8,Skilton,955657.0,57.0,2.0,Ianish,16534,K J Lamprecht,Good,-2.4,op/mf,4.0,1.0,,Maiden,0.0,,Set Weight,4.0,2.0,Gelding,5.8,7.0,10.0,,,11
Pioneer Park,1,1200.0,9,Lilmissprancealot,963941.0,57.0,4.0,Adam Nicholls,11223,Ms L Gillett,Good,0.0,op,2.0,7.0,,Maiden,0.0,,Set Weight,4.0,8.0,Mare,1.0,3.0,9.0,,,11
Pioneer Park,1,1200.0,10,Paketta,956763.0,57.0,1.0,Casey Hunter,15297,W A Savage,Good,-9.8,no data,99.0,8.0,,Maiden,0.0,,Set Weight,4.0,24.0,Mare,10.9,5.0,81.0,,,11
Pioneer Park,1,1200.0,11,Shepliments,974583.0,57.0,8.0,Sonja D Wiseman,14669,P A Gardner,Good,-9.8,mf,5.0,5.0,,Maiden,0.0,,Set Weight,4.0,16.0,Mare,8.8,3.0,51.0,,,11
Pioneer Park,2,1200.0,2,Supreme Times,879273.0,57.0,4.0,Stan Tsaikos,10970,Terry Gillett,Good,0.0,no data,99.0,1.0,,Open,55.0,,Handicap,8.0,54.0,Gelding,1.3,1.0,3.3,,,4
Pioneer Park,2,1200.0,3,Great Buy,907112.0,55.5,2.0,Sonja D Wiseman,14669,Terry Gillett,Good,0.0,op,1.0,2.0,,Open,55.0,,Handicap,7.0,41.0,Gelding,1.3,2.0,1.3,,,4
Pioneer Park,2,1200.0,4,Esashi,947238.0,55.0,3.0,Adam Nicholls,11223,Ms L Gillett,Good,0.3,no data,99.0,3.0,,Open,55.0,,Handicap,5.0,25.0,Mare,6.8,3.0,8.0,,,4
Pioneer Park,2,1200.0,5,Mels Legacy,977762.0,53.0,1.0,Ianish,16534,Terry Gillett,Good,9.9,no data,99.0,4.0,,Open,55.0,,Handicap,4.0,4.0,Gelding,8.0,9.0,16.0,,,4
Pioneer Park,3,1100.0,1,Lisa,882391.0,57.0,3.0,Ianish,16534,K J Lamprecht,Good,0.0,no data,99.0,6.0,,Restricted 58,56.5,,Handicap,9.0,54.0,Mare,10.3,6.0,14.0,,,9
Pioneer Park,3,1100.0,2,Radio Room,877068.0,56.0,7.0,Lek Maloney,16695,Greg Connor,Good,0.0,no data,99.0,1.0,,Restricted 58,56.5,,Handicap,9.0,40.0,Gelding,1.0,2.0,8.5,,,9
Pioneer Park,3,1100.0,3,Tycoons Dior,896057.0,59.0,5.0,Stan Tsaikos,10970,Rene Taylor,Good,0.0,no data,99.0,8.0,,Restricted 58,56.5,,Handicap,7.0,18.0,Mare,13.1,7.0,6.5,,,9
Pioneer Park,3,1100.0,4,Bold Tropic,923359.0,58.0,6.0,Sonja D Wiseman,14669,Greg Connor,Good,-3.5,no data,99.0,3.0,,Restricted 58,56.5,,Handicap,6.0,29.0,Gelding,0.4,2.0,5.5,,,9
Pioneer Park,3,1100.0,5,Talent Quest,944059.0,58.0,2.0,Casey Hunter,15297,W A Savage,Good,2.7,op/mf,1.0,2.0,,Restricted 58,56.5,,Handicap,5.0,26.0,Gelding,1.7,3.0,2.2,,,9
Pioneer Park,3,1100.0,6,Threetimeslucky,945705.0,58.0,8.0,Aaron Sweeney,15130,W A Savage,Good,2.7,bm,3.0,9.0,,Restricted 58,56.5,,Handicap,5.0,26.0,Gelding,3.4,5.0,17.0,,,9
Pioneer Park,3,1100.0,7,Debbonaire Boy,910191.0,57.0,1.0,Jessie Philpot,15549,Ray Viney,Good,2.7,no data,99.0,7.0,,Restricted 58,56.5,,Handicap,7.0,35.0,Gelding,4.8,5.0,6.0,,,9
Pioneer Park,3,1100.0,8,Boss Shelby,938522.0,56.5,4.0,Adam Nicholls,11223,W A Savage,Good,-5.4,bm,2.0,4.0,,Restricted 58,56.5,,Handicap,5.0,25.0,Gelding,9.1,4.0,4.2,,,9
Pioneer Park,3,1100.0,9,Superior Power,928950.0,56.5,9.0,Paul Denton,3765,Ms U Dobbe,Good,-10.6,no data,99.0,5.0,,Restricted 58,56.5,,Handicap,6.0,36.0,Gelding,2.6,7.0,81.0,,,9
Pioneer Park,4,1100.0,1,Boy Big,948884.0,57.0,3.0,Ianish,16534,Dan Morgan,Good,0.0,no data,99.0,1.0,,Restricted 70,55.0,,Handicap,6.0,26.0,Gelding,0.3,1.0,4.2,,,7
Pioneer Park,4,1100.0,2,Red Wraith,970055.0,57.5,2.0,Sonja D Wiseman,14669,P A Gardner,Good,5.0,op,1.0,2.0,,Restricted 70,55.0,,Handicap,4.0,10.0,Gelding,0.5,1.0,1.3,,,7
Pioneer Park,4,1100.0,3,Trystoff,861781.0,57.0,7.0,Paul Denton,3765,Greg Connor,Good,5.3,no data,99.0,4.0,,Restricted 70,55.0,,Handicap,9.0,68.0,Gelding,4.9,5.0,13.0,,,7
Pioneer Park,4,1100.0,4,Tango Stepz,904476.0,56.5,6.0,Jessie Philpot,15549,Ray Viney,Good,0.0,bm,5.0,7.0,,Restricted 70,55.0,,Handicap,7.0,38.0,Mare,3.0,3.0,4.4,,,7
Pioneer Park,4,1100.0,5,Excuses Excuses,923253.0,52.5,5.0,Lek Maloney,16695,Lisa Whittle,Good,5.2,mf,4.0,5.0,,Restricted 70,55.0,,Handicap,8.0,29.0,Gelding,3.5,1.0,3.6,,,7
Pioneer Park,4,1100.0,6,Arrogant Miss,911717.0,55.0,1.0,Aaron Sweeney,15130,R G Bell,Good,-9.0,op,2.0,6.0,,Restricted 70,55.0,,Handicap,7.0,35.0,Mare,8.8,6.0,31.0,,,7
Pioneer Park,4,1100.0,7,Perkova,936975.0,55.0,4.0,Adam Nicholls,11223,P A Gardner,Good,0.0,mf,3.0,3.0,,Restricted 70,55.0,,Handicap,5.0,22.0,Mare,0.3,2.0,8.5,,,7
Pioneer Park,5,1400.0,1,Flying Yishu,955775.0,57.0,8.0,Lek Maloney,16695,Greg Connor,Good,-0.3,bm,5.0,3.0,,Restricted 64,55.0,,Handicap,4.0,11.0,Gelding,0.5,2.0,3.8,,,9
Pioneer Park,5,1400.0,2,Quick Return,940719.0,60.0,9.0,Adam Nicholls,11223,P A Gardner,Good,0.0,no data,99.0,7.0,,Restricted 64,55.0,,Handicap,5.0,27.0,Gelding,5.4,4.0,4.6,,,9
Pioneer Park,5,1400.0,3,Strike Eagle,939455.0,60.0,5.0,Jessie Philpot,15549,Ray Viney,Good,-5.3,op/mf,4.0,4.0,,Restricted 64,55.0,,Handicap,5.0,25.0,Gelding,0.5,3.0,1.5,,,9
Pioneer Park,5,1400.0,4,Zoutellus,935253.0,59.5,6.0,Paul Denton,3765,Ms K Petrick,Good,-9.9,l,2.0,1.0,,Restricted 64,55.0,,Handicap,6.0,29.0,Gelding,2.4,4.0,12.0,,,9
Pioneer Park,5,1400.0,5,Nicotera,908284.0,59.0,3.0,Casey Hunter,15297,Lisa Whittle,Good,5.2,l,1.0,5.0,,Restricted 64,55.0,,Handicap,7.0,46.0,Gelding,3.5,1.0,2.2,,,9
Pioneer Park,5,1400.0,6,Sweet As Scandi,927693.0,55.5,4.0,Ianish,16534,K J Lamprecht,Good,5.3,no data,99.0,6.0,,Restricted 64,55.0,,Handicap,6.0,31.0,Mare,1.0,1.0,5.0,,,9
Pioneer Park,5,1400.0,7,Blueant,914094.0,55.0,1.0,Sonja D Wiseman,14669,Lisa Whittle,Good,1.9,no data,99.0,8.0,,Restricted 64,55.0,,Handicap,7.0,35.0,Gelding,10.3,6.0,7.5,,,9
Pioneer Park,5,1400.0,8,Tintern Power,938649.0,55.0,7.0,Stan Tsaikos,10970,Terry Gillett,Good,5.2,l,3.0,2.0,,Restricted 64,55.0,,Handicap,6.0,29.0,Gelding,3.5,2.0,5.0,,,9
Pioneer Park,5,1400.0,9,Pariah Conviction,958664.0,55.0,2.0,Aaron Sweeney,15130,W A Savage,Good,-0.3,no data,99.0,9.0,,Restricted 64,55.0,,Handicap,4.0,19.0,Gelding,10.7,4.0,16.0,,,9
Riccarton Park,1,1200.0,1,Lord Donovan,958385.0,58.5,11.0,K R Hercock,11181,J R Wheeler,Slow,0.4,mf,10.0,3.0,3yo+,Maiden,0.0,,Set Weight With Allowances,5.0,14.0,Gelding,0.2,2.0,3.5,,,17
Riccarton Park,1,1200.0,2,War Court,991305.0,55.5,12.0,L Douglas,1596,B D Court,Slow,4.7,l,3.0,1.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,2.0,Gelding,2.3,4.0,3.2,,,17
Riccarton Park,1,1200.0,3,Mr Mojo,991304.0,58.5,2.0,K Chowdhoory,16192,M & M Pitman,Slow,0.1,op/mf,6.0,5.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,4.0,Gelding,11.1,11.0,12.7,,,17
Riccarton Park,1,1200.0,4,Entrench,985202.0,55.5,10.0,Y Atchamah,16815,P R Corbett,Slow,0.1,op/mf,7.0,7.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,10.0,Gelding,13.1,11.0,58.6,,,17
Riccarton Park,1,1200.0,5,Drakes Drum,980655.0,54.5,6.0,Denby Tait,17211,L R Beckett,Slow,5.2,l,4.0,10.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,2.0,Gelding,3.1,8.0,11.4,,,17
Riccarton Park,1,1200.0,6,Yamazaki,985748.0,58.5,9.0,C K Kwo,15913,D Medcalfe,Slow,0.7,mf,14.0,15.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,3.0,Gelding,24.7,12.0,67.5,,,17
Riccarton Park,1,1200.0,7,Patsy Spirit,993231.0,57.0,13.0,J J Fawcett,15854,E P Green,Slow,4.8,l,2.0,4.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,3.0,Gelding,6.5,7.0,1.6,,,17
Riccarton Park,1,1200.0,8,Here I Am,991306.0,57.0,7.0,Johnathon Parkes,13354,M & M Pitman,Slow,4.8,mf,9.0,6.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,4.0,Gelding,5.3,8.0,13.0,,,17
Riccarton Park,1,1200.0,9,Yak Sha,976640.0,57.0,8.0,Craig Grylls,13663,S B Marsh,Slow,-11.4,mf/bm,15.0,16.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,4.0,Colt,9.5,9.0,80.9,,,17
Riccarton Park,1,1200.0,10,Robdontess,995059.0,56.5,15.0,Tina Comignaghi,14767,Ms D Green,Slow,4.8,mf,8.0,12.0,3yo+,Maiden,0.0,,Set Weight With Allowances,5.0,2.0,Mare,4.0,3.0,20.2,,,17
Riccarton Park,1,1200.0,11,Cheney,977223.0,56.5,14.0,Brandon May,16641,Ms S Faulkner,Slow,0.4,mf,12.0,8.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,3.0,Mare,5.6,4.0,16.4,,,17
Riccarton Park,1,1200.0,12,Ping,995056.0,56.5,3.0,Joe Doyle,16194,S B Marsh,Slow,4.8,l,1.0,11.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,1.0,Mare,3.9,5.0,14.9,,,17
Riccarton Park,1,1200.0,13,Movie Girl,962986.0,56.5,1.0,R T Elliot,15675,P D Harris,Slow,2.9,mf,13.0,9.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,7.0,Mare,10.6,13.0,25.5,,,17
Riccarton Park,1,1200.0,14,The Chrome Nun,960551.0,56.5,16.0,S L Wynne,15173,Ms L Prendergast,Slow,4.8,mf,11.0,13.0,3yo+,Maiden,0.0,,Set Weight With Allowances,5.0,19.0,Mare,8.9,11.0,57.5,,,17
Riccarton Park,1,1200.0,15,Arethusa,996533.0,56.5,17.0,T Jonker,15393,P D Harris,Slow,0.0,no data,99.0,17.0,,Maiden,,,,,,,,,,,,17
Riccarton Park,1,1200.0,17,Motiontime,983334.0,55.0,5.0,W B Kennedy,14486,P D Harris,Slow,1.4,op,5.0,2.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,9.0,Filly,1.8,2.0,2.1,,,17
Riccarton Park,1,1200.0,19,Hey Now,981489.0,58.5,4.0,Ms K Williams,5630,Ms Sharon Robertson,Slow,0.1,bm,16.0,14.0,3yo+,Maiden,0.0,,Set Weight With Allowances,5.0,2.0,Mare,6.9,6.0,50.4,,,17
Riccarton Park,2,1200.0,1,Aqua Man,949992.0,58.0,10.0,L Sutherland,17079,Andrew Carston,Slow,-6.6,l,4.0,1.0,,Benchmark 65,54.0,,Handicap,6.0,24.0,Gelding,4.2,8.0,8.9,,,17
Riccarton Park,2,1200.0,2,King Cougar,875408.0,59.5,3.0,W B Kennedy,14486,P D Harris,Slow,-7.2,op/mf,6.0,4.0,,Benchmark 65,54.0,,Handicap,10.0,93.0,Gelding,4.7,7.0,33.8,,,17
Riccarton Park,2,1200.0,3,Mystic Park,986322.0,59.0,2.0,Joe Doyle,16194,M & M Pitman,Slow,0.2,l,2.0,7.0,,Benchmark 65,54.0,,Handicap,4.0,3.0,Gelding,3.1,3.0,4.9,,,17
Riccarton Park,2,1200.0,4,Sassman,980656.0,59.0,4.0,S R Weatherley,15846,L R Beckett,Slow,15.9,l,3.0,16.0,,Benchmark 65,54.0,,Handicap,4.0,6.0,Gelding,2.0,1.0,9.0,,,17
Riccarton Park,2,1200.0,5,The Hangover,995998.0,59.0,7.0,Ms K Williams,5630,Dennis Bros,Slow,16.2,op/mf,7.0,2.0,,Benchmark 65,54.0,,Handicap,5.0,1.0,Gelding,4.0,1.0,2.6,,,17
Riccarton Park,2,1200.0,6,Justanace,949526.0,58.5,14.0,Johnathon Parkes,13354,M & M Pitman,Slow,0.6,op,5.0,3.0,,Benchmark 65,54.0,,Handicap,5.0,26.0,Gelding,4.4,6.0,24.3,,,17
Riccarton Park,2,1200.0,7,The Bold Look,972863.0,54.0,16.0,Denby Tait,17211,L R Beckett,Slow,0.1,mf/bm,16.0,9.0,,Benchmark 65,54.0,,Handicap,6.0,5.0,Gelding,3.1,7.0,15.5,,,17
Riccarton Park,2,1200.0,8,Vaudevire,971490.0,58.0,17.0,S L Wynne,15173,Ms P Robson,Slow,0.3,op/mf,8.0,17.0,,Benchmark 65,54.0,,Handicap,4.0,11.0,Gelding,8.1,10.0,10.7,,,17
Riccarton Park,2,1200.0,9,Hemi Ridapest,966626.0,57.5,6.0,Craig Grylls,13663,Ms L Latta,Slow,0.6,mf,10.0,6.0,,Benchmark 65,54.0,,Handicap,5.0,21.0,Horse,7.6,12.0,4.8,,,17
Riccarton Park,2,1200.0,10,Oh No No No,954173.0,57.0,12.0,Rohan Mudhoo,16139,Andrew Carston,Slow,0.1,bm,17.0,5.0,,Benchmark 65,54.0,,Handicap,6.0,35.0,Mare,0.1,2.0,13.0,,,17
Riccarton Park,2,1200.0,12,Ponzi Pony,987888.0,57.0,11.0,T Jonker,15393,P D Harris,Slow,0.1,mf,14.0,8.0,,Benchmark 65,54.0,,Handicap,4.0,11.0,Gelding,6.8,4.0,66.8,,,17
Riccarton Park,2,1200.0,13,Thats Charming,970345.0,57.0,1.0,Brandon May,16641,Andrew Carston,Slow,0.3,mf,15.0,11.0,,Benchmark 65,54.0,,Handicap,4.0,16.0,Gelding,4.5,5.0,19.5,,,17
Riccarton Park,2,1200.0,14,Deceptio Visus,884660.0,56.0,13.0,Tina Comignaghi,14767,D B Frye,Slow,0.1,mf,12.0,12.0,,Benchmark 65,54.0,,Handicap,8.0,48.0,Gelding,3.4,4.0,17.2,,,17
Riccarton Park,2,1200.0,15,Amazon Goddess,944947.0,55.5,8.0,M K Hudson,14855,Kenny Moore,Slow,-6.3,l,1.0,13.0,,Benchmark 65,54.0,,Handicap,7.0,38.0,Mare,2.9,7.0,20.7,,,17
Riccarton Park,2,1200.0,16,Sooo Dusty,939372.0,55.0,15.0,W F Pinn,16211,Andrew Carston,Slow,0.1,mf,9.0,14.0,,Benchmark 65,54.0,,Handicap,6.0,35.0,Mare,5.7,5.0,20.0,,,17
Riccarton Park,2,1200.0,17,Sharpie,960201.0,54.5,5.0,K Chowdhoory,16192,M & M Pitman,Slow,0.1,mf,13.0,15.0,,Benchmark 65,54.0,,Handicap,5.0,18.0,Gelding,12.7,11.0,19.9,,,17
Riccarton Park,2,1200.0,18,Telekinetic,928326.0,54.0,9.0,K R Hercock,11181,R McKay & A Harrington,Slow,0.3,mf,11.0,10.0,,Benchmark 65,54.0,,Handicap,6.0,31.0,Mare,10.1,8.0,38.6,,,17
Riccarton Park,3,1600.0,1,Thoughtso,990597.0,54.5,4.0,Denby Tait,17211,L R Beckett,Slow,4.8,op,4.0,2.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,5.0,Gelding,2.5,2.0,19.0,,,15
Riccarton Park,3,1600.0,2,Boomtown Boy,976637.0,58.5,1.0,Jonathan Riddell,11393,A M Bull,Slow,-9.0,mf,5.0,9.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,9.0,Gelding,11.6,10.0,2.7,,,15
Riccarton Park,3,1600.0,3,Mogul,985744.0,57.0,6.0,M J Mc Nab,12820,Andrew Carston,Slow,-16.1,bm,10.0,3.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,6.0,Colt,4.3,6.0,46.1,,,15
Riccarton Park,3,1600.0,4,Ocean Light,995391.0,57.0,8.0,Johnathon Parkes,13354,M & M Pitman,Slow,0.1,bm,15.0,10.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,2.0,Gelding,0.5,3.0,22.7,,,15
Riccarton Park,3,1600.0,5,Pierrogrine,995047.0,57.0,11.0,S R Weatherley,15846,S Kennedy & A Furlong,Slow,0.1,bm,11.0,5.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,2.0,Gelding,0.7,4.0,4.1,,,15
Riccarton Park,3,1600.0,6,Clyde Barrow,991604.0,57.0,3.0,D I Montes De Oca,16632,J C Blackadder,Slow,-16.1,bm,13.0,8.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,5.0,Gelding,12.7,9.0,91.1,,,15
Riccarton Park,3,1600.0,8,Warlac,992961.0,56.5,14.0,Rohan Mudhoo,16139,L R Beckett,Slow,4.5,bm,9.0,4.0,3yo+,Maiden,0.0,,Set Weight With Allowances,4.0,4.0,Mare,5.0,8.0,8.7,,,15
Riccarton Park,3,1600.0,9,Diamond Alley,961272.0,53.5,2.0,L Douglas,1596,T J Yesberg,Slow,4.8,mf,7.0,15.0,3yo+,Maiden,0.0,,Set Weight With Allowances,6.0,16.0,Mare,17.1,10.0,13.5,,,15
Riccarton Park,3,1600.0,10,Odua,947499.0,56.5,10.0,Ms K Williams,5630,Ms L Prendergast,Slow,4.8,op,2.0,6.0,3yo+,Maiden,0.0,,Set Weight With Allowances,5.0,21.0,Mare,34.1,12.0,28.6,,,15
Riccarton Park,3,1600.0,12,Dancing Dream,974961.0,55.0,7.0,J J Fawcett,15854,K Rae & K Williams,Slow,0.1,op,3.0,1.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,14.0,Filly,0.2,2.0,4.5,,,15
Riccarton Park,3,1600.0,13,Enterprise Gem,992164.0,55.0,5.0,Craig Grylls,13663,Team Rogerson,Slow,0.4,bm,12.0,11.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,6.0,Filly,5.9,3.0,7.9,,,15
Riccarton Park,3,1600.0,14,Lady Flojo,993661.0,55.0,13.0,S L Wynne,15173,S Kennedy & A Furlong,Slow,4.8,mf,6.0,13.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,3.0,Filly,3.0,2.0,10.9,,,15
Riccarton Park,3,1600.0,15,Duchess Of War,995064.0,55.0,12.0,Joe Doyle,16194,Danny Crozier,Slow,4.8,l,1.0,14.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,2.0,Filly,12.5,7.0,5.1,,,15
Riccarton Park,3,1600.0,16,Blanche,993017.0,55.0,15.0,W B Kennedy,14486,P D Harris,Slow,-16.1,mf/bm,8.0,7.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,4.0,Filly,15.2,10.0,91.3,,,15
Riccarton Park,3,1600.0,17,Sheaf,992676.0,55.0,9.0,Tina Comignaghi,14767,K T Myers,Slow,0.1,bm,14.0,12.0,3yo+,Maiden,0.0,,Set Weight With Allowances,3.0,3.0,Filly,2.2,5.0,7.6,,,15
Riccarton Park,4,1400.0,1,I Am A Rock,902085.0,59.0,8.0,J J Fawcett,15854,J C Blackadder,Slow,0.2,mf,9.0,2.0,,Benchmark 75,54.0,,Handicap,9.0,56.0,Gelding,2.3,1.0,9.0,,,15
Riccarton Park,4,1400.0,2,Quick Preview,887731.0,59.0,1.0,W F Pinn,16211,Andrew Carston,Slow,0.1,op/mf,4.0,8.0,,Benchmark 75,54.0,,Handicap,8.0,45.0,Gelding,4.1,5.0,27.7,,,15
Riccarton Park,4,1400.0,3,Zoulander,926654.0,58.5,13.0,Johnathon Parkes,13354,M & M Pitman,Slow,0.1,bm,15.0,1.0,,Benchmark 75,54.0,,Handicap,6.0,42.0,Gelding,1.1,4.0,22.0,,,15
Riccarton Park,4,1400.0,4,Archerfield,959817.0,58.0,14.0,K Chowdhoory,16192,L M Robinson,Slow,0.1,op/mf,5.0,14.0,,Benchmark 75,54.0,,Handicap,5.0,16.0,Gelding,6.6,10.0,29.1,,,15
Riccarton Park,4,1400.0,5,Zacat,953430.0,57.0,5.0,S L Wynne,15173,Ms S L Wynne,Slow,0.1,mf,12.0,9.0,,Benchmark 75,54.0,,Handicap,5.0,30.0,Mare,5.5,8.0,16.8,,,15
Riccarton Park,4,1400.0,6,Charbano,965667.0,56.5,4.0,Joe Doyle,16194,M & M Pitman,Slow,0.1,mf/bm,13.0,6.0,,Benchmark 75,54.0,,Handicap,4.0,20.0,Gelding,3.9,4.0,14.5,,,15
Riccarton Park,4,1400.0,7,Royce Roca,938048.0,56.0,2.0,D I Montes De Oca,16632,R McKay & A Harrington,Slow,0.1,op,1.0,7.0,,Benchmark 75,54.0,,Handicap,6.0,32.0,Mare,3.8,3.0,44.0,,,15
Riccarton Park,4,1400.0,8,Deep Beauty,923836.0,56.0,11.0,Ms K Williams,5630,Ms L Prendergast,Slow,7.6,op/mf,3.0,11.0,,Benchmark 75,54.0,,Handicap,7.0,31.0,Gelding,2.0,1.0,6.2,,,15
Riccarton Park,4,1400.0,9,Caitlyn Jay,931511.0,55.0,9.0,Brandon May,16641,Andrew Carston,Slow,0.6,mf/bm,14.0,4.0,,Benchmark 75,54.0,,Handicap,7.0,34.0,Mare,10.0,11.0,16.9,,,15
Riccarton Park,4,1400.0,10,Larpower,944949.0,51.0,6.0,Denby Tait,17211,L R Beckett,Slow,0.6,mf,10.0,12.0,,Benchmark 75,54.0,,Handicap,6.0,24.0,Mare,6.2,10.0,13.3,,,15
